file,label
../Datasets/normalized_landmarks\Front\W161\W161S12F_08.npy,W161
../Datasets/normalized_landmarks\Front\W201\W201S09F_04.npy,W201
../Datasets/normalized_landmarks\Front\W172\W172S09F_07.npy,W172
../Datasets/normalized_landmarks\Front\W352\W352S09F_06.npy,W352
../Datasets/normalized_landmarks\Front\W125\W125S04F_08.npy,W125
../Datasets/normalized_landmarks\Front\W288\W288S06F_06.npy,W288
../Datasets/normalized_landmarks\Front\W372\W372S17F_05.npy,W372
../Datasets/normalized_landmarks\Front\W090\W090S09F_02.npy,W090
../Datasets/normalized_landmarks\Front\W078\W078S08F_02.npy,W078
../Datasets/normalized_landmarks\Front\W208\W208S12F_04.npy,W208
../Datasets/normalized_landmarks\Front\W317\W317S07F_09.npy,W317
../Datasets/normalized_landmarks\Front\W029\W029S05F_01.npy,W029
../Datasets/normalized_landmarks\Front\W001\W001S12F_08.npy,W001
../Datasets/normalized_landmarks\Front\W252\W252S04F_10.npy,W252
../Datasets/normalized_landmarks\Front\W281\W281S04F_07.npy,W281
../Datasets/normalized_landmarks\Front\W025\W025S12F_01.npy,W025
../Datasets/normalized_landmarks\Front\W164\W164S04F_04.npy,W164
../Datasets/normalized_landmarks\Front\W373\W373S05F_10.npy,W373
../Datasets/normalized_landmarks\Front\W327\W327S16F_10.npy,W327
../Datasets/normalized_landmarks\Front\W046\W046S12F_09.npy,W046
../Datasets/normalized_landmarks\Front\W087\W087S06F_01.npy,W087
../Datasets/normalized_landmarks\Front\W319\W319S14F_10.npy,W319
../Datasets/normalized_landmarks\Front\W010\W010S06F_08.npy,W010
../Datasets/normalized_landmarks\Front\W344\W344S09F_03.npy,W344
../Datasets/normalized_landmarks\Front\W380\W380S15F_05.npy,W380
../Datasets/normalized_landmarks\Front\W022\W022S02F_12.npy,W022
../Datasets/normalized_landmarks\Front\W390\W390S13F_01.npy,W390
../Datasets/normalized_landmarks\Front\W400\W400S18F_06.npy,W400
../Datasets/normalized_landmarks\Front\W351\W351S03F_02.npy,W351
../Datasets/normalized_landmarks\Front\W122\W122S05F_01.npy,W122
../Datasets/normalized_landmarks\Front\W377\W377S08F_06.npy,W377
../Datasets/normalized_landmarks\Front\W184\W184S02F_12.npy,W184
../Datasets/normalized_landmarks\Front\W052\W052S08F_13.npy,W052
../Datasets/normalized_landmarks\Front\W091\W091S09F_03.npy,W091
../Datasets/normalized_landmarks\Front\W094\W094S06F_02.npy,W094
../Datasets/normalized_landmarks\Front\W083\W083S09F_03.npy,W083
../Datasets/normalized_landmarks\Front\W215\W215S02F_04.npy,W215
../Datasets/normalized_landmarks\Front\W251\W251S02F_04.npy,W251
../Datasets/normalized_landmarks\Front\W044\W044S04F_01.npy,W044
../Datasets/normalized_landmarks\Front\W149\W149S12F_09.npy,W149
../Datasets/normalized_landmarks\Front\W054\W054S05F_10.npy,W054
../Datasets/normalized_landmarks\Front\W179\W179S12F_01.npy,W179
../Datasets/normalized_landmarks\Front\W316\W316S11F_11.npy,W316
../Datasets/normalized_landmarks\Front\W388\W388S08F_09.npy,W388
../Datasets/normalized_landmarks\Front\W070\W070S03F_01.npy,W070
../Datasets/normalized_landmarks\Front\W213\W213S09F_08.npy,W213
../Datasets/normalized_landmarks\Front\W332\W332S11F_07.npy,W332
../Datasets/normalized_landmarks\Front\W159\W159S08F_01.npy,W159
../Datasets/normalized_landmarks\Front\W363\W363S07F_07.npy,W363
../Datasets/normalized_landmarks\Front\W281\W281S02F_07.npy,W281
../Datasets/normalized_landmarks\Front\W079\W079S09F_05.npy,W079
../Datasets/normalized_landmarks\Front\W067\W067S15F_05.npy,W067
../Datasets/normalized_landmarks\Front\W347\W347S09F_10.npy,W347
../Datasets/normalized_landmarks\Front\W032\W032S01F_07.npy,W032
../Datasets/normalized_landmarks\Front\W183\W183S02F_04.npy,W183
../Datasets/normalized_landmarks\Front\W369\W369S15F_07.npy,W369
../Datasets/normalized_landmarks\Front\W377\W377S14F_01.npy,W377
../Datasets/normalized_landmarks\Front\W141\W141S11F_05.npy,W141
../Datasets/normalized_landmarks\Front\W338\W338S16F_05.npy,W338
../Datasets/normalized_landmarks\Front\W352\W352S07F_11.npy,W352
../Datasets/normalized_landmarks\Front\W179\W179S08F_05.npy,W179
../Datasets/normalized_landmarks\Front\W357\W357S03F_11.npy,W357
../Datasets/normalized_landmarks\Front\W171\W171S04F_05.npy,W171
../Datasets/normalized_landmarks\Front\W073\W073S06F_06.npy,W073
../Datasets/normalized_landmarks\Front\W064\W064S13F_02.npy,W064
../Datasets/normalized_landmarks\Front\W132\W132S02F_12.npy,W132
../Datasets/normalized_landmarks\Front\W400\W400S09F_08.npy,W400
../Datasets/normalized_landmarks\Front\W114\W114S01F_02.npy,W114
../Datasets/normalized_landmarks\Front\W059\W059S11F_10.npy,W059
../Datasets/normalized_landmarks\Front\W261\W261S13F_06.npy,W261
../Datasets/normalized_landmarks\Front\W308\W308S17F_03.npy,W308
../Datasets/normalized_landmarks\Front\W022\W022S03F_09.npy,W022
../Datasets/normalized_landmarks\Front\W277\W277S04F_06.npy,W277
../Datasets/normalized_landmarks\Front\W050\W050S01F_07.npy,W050
../Datasets/normalized_landmarks\Front\W291\W291S17F_09.npy,W291
../Datasets/normalized_landmarks\Front\W079\W079S04F_02.npy,W079
../Datasets/normalized_landmarks\Front\W153\W153S13F_01.npy,W153
../Datasets/normalized_landmarks\Front\W387\W387S06F_03.npy,W387
../Datasets/normalized_landmarks\Front\W328\W328S02F_10.npy,W328
../Datasets/normalized_landmarks\Front\W036\W036S04F_07.npy,W036
../Datasets/normalized_landmarks\Front\W387\W387S16F_04.npy,W387
../Datasets/normalized_landmarks\Front\W398\W398S13F_08.npy,W398
../Datasets/normalized_landmarks\Front\W258\W258S09F_04.npy,W258
../Datasets/normalized_landmarks\Front\W346\W346S08F_09.npy,W346
../Datasets/normalized_landmarks\Front\W304\W304S08F_08.npy,W304
../Datasets/normalized_landmarks\Front\W076\W076S10F_03.npy,W076
../Datasets/normalized_landmarks\Front\W040\W040S01F_04.npy,W040
../Datasets/normalized_landmarks\Front\W110\W110S04F_07.npy,W110
../Datasets/normalized_landmarks\Front\W247\W247S02F_06.npy,W247
../Datasets/normalized_landmarks\Front\W305\W305S04F_10.npy,W305
../Datasets/normalized_landmarks\Front\W270\W270S08F_07.npy,W270
../Datasets/normalized_landmarks\Front\W370\W370S02F_08.npy,W370
../Datasets/normalized_landmarks\Front\W089\W089S12F_06.npy,W089
../Datasets/normalized_landmarks\Front\W232\W232S11F_01.npy,W232
../Datasets/normalized_landmarks\Front\W225\W225S02F_07.npy,W225
../Datasets/normalized_landmarks\Front\W121\W121S09F_04.npy,W121
../Datasets/normalized_landmarks\Front\W081\W081S04F_11.npy,W081
../Datasets/normalized_landmarks\Front\W297\W297S14F_03.npy,W297
../Datasets/normalized_landmarks\Front\W394\W394S06F_04.npy,W394
../Datasets/normalized_landmarks\Front\W160\W160S08F_06.npy,W160
../Datasets/normalized_landmarks\Front\W090\W090S12F_13.npy,W090
../Datasets/normalized_landmarks\Front\W081\W081S08F_02.npy,W081
../Datasets/normalized_landmarks\Front\W245\W245S11F_07.npy,W245
../Datasets/normalized_landmarks\Front\W007\W007S02F_10.npy,W007
../Datasets/normalized_landmarks\Front\W208\W208S15F_05.npy,W208
../Datasets/normalized_landmarks\Front\W263\W263S09F_02.npy,W263
../Datasets/normalized_landmarks\Front\W281\W281S11F_01.npy,W281
../Datasets/normalized_landmarks\Front\W082\W082S06F_06.npy,W082
../Datasets/normalized_landmarks\Front\W159\W159S13F_09.npy,W159
../Datasets/normalized_landmarks\Front\W260\W260S11F_02.npy,W260
../Datasets/normalized_landmarks\Front\W339\W339S09F_04.npy,W339
../Datasets/normalized_landmarks\Front\W328\W328S02F_05.npy,W328
../Datasets/normalized_landmarks\Front\W087\W087S15F_09.npy,W087
../Datasets/normalized_landmarks\Front\W038\W038S10F_06.npy,W038
../Datasets/normalized_landmarks\Front\W288\W288S04F_09.npy,W288
../Datasets/normalized_landmarks\Front\W320\W320S11F_09.npy,W320
../Datasets/normalized_landmarks\Front\W336\W336S13F_08.npy,W336
../Datasets/normalized_landmarks\Front\W273\W273S06F_12.npy,W273
../Datasets/normalized_landmarks\Front\W202\W202S02F_11.npy,W202
../Datasets/normalized_landmarks\Front\W244\W244S04F_08.npy,W244
../Datasets/normalized_landmarks\Front\W192\W192S04F_11.npy,W192
../Datasets/normalized_landmarks\Front\W159\W159S13F_07.npy,W159
../Datasets/normalized_landmarks\Front\W388\W388S12F_08.npy,W388
../Datasets/normalized_landmarks\Front\W347\W347S12F_01.npy,W347
../Datasets/normalized_landmarks\Front\W310\W310S04F_11.npy,W310
../Datasets/normalized_landmarks\Front\W331\W331S12F_07.npy,W331
../Datasets/normalized_landmarks\Front\W287\W287S04F_07.npy,W287
../Datasets/normalized_landmarks\Front\W082\W082S13F_09.npy,W082
../Datasets/normalized_landmarks\Front\W346\W346S07F_06.npy,W346
../Datasets/normalized_landmarks\Front\W084\W084S09F_09.npy,W084
../Datasets/normalized_landmarks\Front\W214\W214S04F_05.npy,W214
../Datasets/normalized_landmarks\Front\W165\W165S05F_04.npy,W165
../Datasets/normalized_landmarks\Front\W159\W159S15F_06.npy,W159
../Datasets/normalized_landmarks\Front\W330\W330S16F_07.npy,W330
../Datasets/normalized_landmarks\Front\W217\W217S15F_10.npy,W217
../Datasets/normalized_landmarks\Front\W190\W190S09F_03.npy,W190
../Datasets/normalized_landmarks\Front\W141\W141S11F_02.npy,W141
../Datasets/normalized_landmarks\Front\W261\W261S13F_05.npy,W261
../Datasets/normalized_landmarks\Front\W349\W349S11F_06.npy,W349
../Datasets/normalized_landmarks\Front\W140\W140S13F_05.npy,W140
../Datasets/normalized_landmarks\Front\W291\W291S15F_03.npy,W291
../Datasets/normalized_landmarks\Front\W339\W339S07F_06.npy,W339
../Datasets/normalized_landmarks\Front\W245\W245S04F_07.npy,W245
../Datasets/normalized_landmarks\Front\W303\W303S09F_07.npy,W303
../Datasets/normalized_landmarks\Front\W193\W193S11F_09.npy,W193
../Datasets/normalized_landmarks\Front\W011\W011S10F_06.npy,W011
../Datasets/normalized_landmarks\Front\W083\W083S04F_03.npy,W083
../Datasets/normalized_landmarks\Front\W220\W220S09F_06.npy,W220
../Datasets/normalized_landmarks\Front\W033\W033S08F_03.npy,W033
../Datasets/normalized_landmarks\Front\W066\W066S15F_10.npy,W066
../Datasets/normalized_landmarks\Front\W243\W243S04F_06.npy,W243
../Datasets/normalized_landmarks\Front\W310\W310S04F_08.npy,W310
../Datasets/normalized_landmarks\Front\W294\W294S17F_14.npy,W294
../Datasets/normalized_landmarks\Front\W104\W104S13F_09.npy,W104
../Datasets/normalized_landmarks\Front\W363\W363S16F_02.npy,W363
../Datasets/normalized_landmarks\Front\W239\W239S13F_03.npy,W239
../Datasets/normalized_landmarks\Front\W353\W353S13F_01.npy,W353
../Datasets/normalized_landmarks\Front\W243\W243S02F_03.npy,W243
../Datasets/normalized_landmarks\Front\W251\W251S13F_07.npy,W251
../Datasets/normalized_landmarks\Front\W007\W007S06F_09.npy,W007
../Datasets/normalized_landmarks\Front\W386\W386S15F_02.npy,W386
../Datasets/normalized_landmarks\Front\W076\W076S06F_13.npy,W076
../Datasets/normalized_landmarks\Front\W076\W076S03F_12.npy,W076
../Datasets/normalized_landmarks\Front\W290\W290S04F_09.npy,W290
../Datasets/normalized_landmarks\Front\W051\W051S02F_15.npy,W051
../Datasets/normalized_landmarks\Front\W400\W400S07F_06.npy,W400
../Datasets/normalized_landmarks\Front\W334\W334S15F_08.npy,W334
../Datasets/normalized_landmarks\Front\W335\W335S15F_01.npy,W335
../Datasets/normalized_landmarks\Front\W377\W377S15F_07.npy,W377
../Datasets/normalized_landmarks\Front\W364\W364S12F_07.npy,W364
../Datasets/normalized_landmarks\Front\W195\W195S12F_07.npy,W195
../Datasets/normalized_landmarks\Front\W361\W361S08F_08.npy,W361
../Datasets/normalized_landmarks\Front\W032\W032S10F_05.npy,W032
../Datasets/normalized_landmarks\Front\W066\W066S10F_07.npy,W066
../Datasets/normalized_landmarks\Front\W374\W374S17F_03.npy,W374
../Datasets/normalized_landmarks\Front\W341\W341S13F_03.npy,W341
../Datasets/normalized_landmarks\Front\W105\W105S12F_07.npy,W105
../Datasets/normalized_landmarks\Front\W116\W116S01F_02.npy,W116
../Datasets/normalized_landmarks\Front\W007\W007S03F_09.npy,W007
../Datasets/normalized_landmarks\Front\W021\W021S01F_12.npy,W021
../Datasets/normalized_landmarks\Front\W270\W270S15F_06.npy,W270
../Datasets/normalized_landmarks\Front\W205\W205S09F_02.npy,W205
../Datasets/normalized_landmarks\Front\W001\W001S01F_02.npy,W001
../Datasets/normalized_landmarks\Front\W006\W006S06F_10.npy,W006
../Datasets/normalized_landmarks\Front\W275\W275S13F_03.npy,W275
../Datasets/normalized_landmarks\Front\W088\W088S02F_10.npy,W088
../Datasets/normalized_landmarks\Front\W059\W059S10F_05.npy,W059
../Datasets/normalized_landmarks\Front\W241\W241S02F_03.npy,W241
../Datasets/normalized_landmarks\Front\W401\W401S06F_11.npy,W401
../Datasets/normalized_landmarks\Front\W203\W203S01F_14.npy,W203
../Datasets/normalized_landmarks\Front\W197\W197S05F_06.npy,W197
../Datasets/normalized_landmarks\Front\W168\W168S09F_07.npy,W168
../Datasets/normalized_landmarks\Front\W111\W111S01F_10.npy,W111
../Datasets/normalized_landmarks\Front\W312\W312S07F_08.npy,W312
../Datasets/normalized_landmarks\Front\W331\W331S17F_10.npy,W331
../Datasets/normalized_landmarks\Front\W286\W286S06F_13.npy,W286
../Datasets/normalized_landmarks\Front\W222\W222S13F_05.npy,W222
../Datasets/normalized_landmarks\Front\W121\W121S02F_10.npy,W121
../Datasets/normalized_landmarks\Front\W056\W056S13F_10.npy,W056
../Datasets/normalized_landmarks\Front\W260\W260S04F_08.npy,W260
../Datasets/normalized_landmarks\Front\W003\W003S10F_11.npy,W003
../Datasets/normalized_landmarks\Front\W225\W225S01F_11.npy,W225
../Datasets/normalized_landmarks\Front\W093\W093S05F_10.npy,W093
../Datasets/normalized_landmarks\Front\W096\W096S05F_02.npy,W096
../Datasets/normalized_landmarks\Front\W218\W218S01F_01.npy,W218
../Datasets/normalized_landmarks\Front\W297\W297S11F_04.npy,W297
../Datasets/normalized_landmarks\Front\W025\W025S05F_05.npy,W025
../Datasets/normalized_landmarks\Front\W091\W091S09F_02.npy,W091
../Datasets/normalized_landmarks\Front\W261\W261S06F_11.npy,W261
../Datasets/normalized_landmarks\Front\W381\W381S01F_05.npy,W381
../Datasets/normalized_landmarks\Front\W132\W132S12F_10.npy,W132
../Datasets/normalized_landmarks\Front\W200\W200S11F_05.npy,W200
../Datasets/normalized_landmarks\Front\W386\W386S16F_01.npy,W386
../Datasets/normalized_landmarks\Front\W127\W127S12F_06.npy,W127
../Datasets/normalized_landmarks\Front\W379\W379S04F_01.npy,W379
../Datasets/normalized_landmarks\Front\W055\W055S04F_09.npy,W055
../Datasets/normalized_landmarks\Front\W105\W105S15F_02.npy,W105
../Datasets/normalized_landmarks\Front\W354\W354S05F_09.npy,W354
../Datasets/normalized_landmarks\Front\W231\W231S01F_16.npy,W231
../Datasets/normalized_landmarks\Front\W137\W137S09F_10.npy,W137
../Datasets/normalized_landmarks\Front\W280\W280S02F_03.npy,W280
../Datasets/normalized_landmarks\Front\W155\W155S04F_07.npy,W155
../Datasets/normalized_landmarks\Front\W318\W318S14F_07.npy,W318
../Datasets/normalized_landmarks\Front\W089\W089S15F_05.npy,W089
../Datasets/normalized_landmarks\Front\W089\W089S15F_07.npy,W089
../Datasets/normalized_landmarks\Front\W170\W170S06F_13.npy,W170
../Datasets/normalized_landmarks\Front\W379\W379S12F_02.npy,W379
../Datasets/normalized_landmarks\Front\W063\W063S04F_03.npy,W063
../Datasets/normalized_landmarks\Front\W197\W197S09F_02.npy,W197
../Datasets/normalized_landmarks\Front\W153\W153S01F_04.npy,W153
../Datasets/normalized_landmarks\Front\W084\W084S06F_12.npy,W084
../Datasets/normalized_landmarks\Front\W166\W166S05F_02.npy,W166
../Datasets/normalized_landmarks\Front\W190\W190S02F_08.npy,W190
../Datasets/normalized_landmarks\Front\W032\W032S05F_01.npy,W032
../Datasets/normalized_landmarks\Front\W047\W047S06F_08.npy,W047
../Datasets/normalized_landmarks\Front\W195\W195S13F_11.npy,W195
../Datasets/normalized_landmarks\Front\W003\W003S02F_02.npy,W003
../Datasets/normalized_landmarks\Front\W315\W315S03F_02.npy,W315
../Datasets/normalized_landmarks\Front\W133\W133S04F_06.npy,W133
../Datasets/normalized_landmarks\Front\W372\W372S09F_02.npy,W372
../Datasets/normalized_landmarks\Front\W034\W034S06F_04.npy,W034
../Datasets/normalized_landmarks\Front\W105\W105S08F_06.npy,W105
../Datasets/normalized_landmarks\Front\W178\W178S04F_07.npy,W178
../Datasets/normalized_landmarks\Front\W182\W182S04F_01.npy,W182
../Datasets/normalized_landmarks\Front\W289\W289S14F_04.npy,W289
../Datasets/normalized_landmarks\Front\W072\W072S13F_11.npy,W072
../Datasets/normalized_landmarks\Front\W100\W100S06F_03.npy,W100
../Datasets/normalized_landmarks\Front\W134\W134S02F_05.npy,W134
../Datasets/normalized_landmarks\Front\W390\W390S05F_03.npy,W390
../Datasets/normalized_landmarks\Front\W025\W025S04F_02.npy,W025
../Datasets/normalized_landmarks\Front\W080\W080S05F_07.npy,W080
../Datasets/normalized_landmarks\Front\W227\W227S11F_11.npy,W227
../Datasets/normalized_landmarks\Front\W053\W053S10F_13.npy,W053
../Datasets/normalized_landmarks\Front\W106\W106S13F_09.npy,W106
../Datasets/normalized_landmarks\Front\W010\W010S13F_06.npy,W010
../Datasets/normalized_landmarks\Front\W263\W263S05F_07.npy,W263
../Datasets/normalized_landmarks\Front\W364\W364S13F_03.npy,W364
../Datasets/normalized_landmarks\Front\W039\W039S12F_01.npy,W039
../Datasets/normalized_landmarks\Front\W064\W064S01F_02.npy,W064
../Datasets/normalized_landmarks\Front\W181\W181S02F_11.npy,W181
../Datasets/normalized_landmarks\Front\W328\W328S07F_07.npy,W328
../Datasets/normalized_landmarks\Front\W253\W253S08F_09.npy,W253
../Datasets/normalized_landmarks\Front\W394\W394S05F_04.npy,W394
../Datasets/normalized_landmarks\Front\W098\W098S02F_08.npy,W098
../Datasets/normalized_landmarks\Front\W292\W292S04F_08.npy,W292
../Datasets/normalized_landmarks\Front\W133\W133S05F_03.npy,W133
../Datasets/normalized_landmarks\Front\W390\W390S06F_06.npy,W390
../Datasets/normalized_landmarks\Front\W064\W064S12F_07.npy,W064
../Datasets/normalized_landmarks\Front\W006\W006S12F_02.npy,W006
../Datasets/normalized_landmarks\Front\W371\W371S15F_05.npy,W371
../Datasets/normalized_landmarks\Front\W376\W376S03F_03.npy,W376
../Datasets/normalized_landmarks\Front\W013\W013S13F_02.npy,W013
../Datasets/normalized_landmarks\Front\W261\W261S01F_09.npy,W261
../Datasets/normalized_landmarks\Front\W250\W250S15F_09.npy,W250
../Datasets/normalized_landmarks\Front\W341\W341S11F_11.npy,W341
../Datasets/normalized_landmarks\Front\W036\W036S04F_01.npy,W036
../Datasets/normalized_landmarks\Front\W125\W125S04F_09.npy,W125
../Datasets/normalized_landmarks\Front\W190\W190S02F_11.npy,W190
../Datasets/normalized_landmarks\Front\W040\W040S05F_02.npy,W040
../Datasets/normalized_landmarks\Front\W138\W138S05F_10.npy,W138
../Datasets/normalized_landmarks\Front\W043\W043S08F_02.npy,W043
../Datasets/normalized_landmarks\Front\W109\W109S01F_15.npy,W109
../Datasets/normalized_landmarks\Front\W247\W247S04F_06.npy,W247
../Datasets/normalized_landmarks\Front\W062\W062S15F_02.npy,W062
../Datasets/normalized_landmarks\Front\W297\W297S01F_12.npy,W297
../Datasets/normalized_landmarks\Front\W239\W239S01F_14.npy,W239
../Datasets/normalized_landmarks\Front\W135\W135S01F_10.npy,W135
../Datasets/normalized_landmarks\Front\W351\W351S02F_07.npy,W351
../Datasets/normalized_landmarks\Front\W377\W377S04F_11.npy,W377
../Datasets/normalized_landmarks\Front\W168\W168S01F_14.npy,W168
../Datasets/normalized_landmarks\Front\W165\W165S08F_07.npy,W165
../Datasets/normalized_landmarks\Front\W301\W301S06F_10.npy,W301
../Datasets/normalized_landmarks\Front\W382\W382S03F_03.npy,W382
../Datasets/normalized_landmarks\Front\W390\W390S05F_05.npy,W390
../Datasets/normalized_landmarks\Front\W295\W295S02F_02.npy,W295
../Datasets/normalized_landmarks\Front\W331\W331S09F_05.npy,W331
../Datasets/normalized_landmarks\Front\W380\W380S14F_12.npy,W380
../Datasets/normalized_landmarks\Front\W378\W378S13F_09.npy,W378
../Datasets/normalized_landmarks\Front\W336\W336S11F_06.npy,W336
../Datasets/normalized_landmarks\Front\W326\W326S17F_10.npy,W326
../Datasets/normalized_landmarks\Front\W305\W305S07F_02.npy,W305
../Datasets/normalized_landmarks\Front\W010\W010S01F_13.npy,W010
../Datasets/normalized_landmarks\Front\W352\W352S15F_03.npy,W352
../Datasets/normalized_landmarks\Front\W125\W125S15F_03.npy,W125
../Datasets/normalized_landmarks\Front\W282\W282S07F_09.npy,W282
../Datasets/normalized_landmarks\Front\W385\W385S13F_03.npy,W385
../Datasets/normalized_landmarks\Front\W364\W364S09F_04.npy,W364
../Datasets/normalized_landmarks\Front\W059\W059S04F_04.npy,W059
../Datasets/normalized_landmarks\Front\W207\W207S09F_08.npy,W207
../Datasets/normalized_landmarks\Front\W387\W387S13F_07.npy,W387
../Datasets/normalized_landmarks\Front\W391\W391S07F_10.npy,W391
../Datasets/normalized_landmarks\Front\W206\W206S09F_02.npy,W206
../Datasets/normalized_landmarks\Front\W286\W286S16F_07.npy,W286
../Datasets/normalized_landmarks\Front\W080\W080S01F_10.npy,W080
../Datasets/normalized_landmarks\Front\W022\W022S12F_06.npy,W022
../Datasets/normalized_landmarks\Front\W091\W091S08F_02.npy,W091
../Datasets/normalized_landmarks\Front\W130\W130S06F_06.npy,W130
../Datasets/normalized_landmarks\Front\W331\W331S06F_09.npy,W331
../Datasets/normalized_landmarks\Front\W014\W014S11F_08.npy,W014
../Datasets/normalized_landmarks\Front\W090\W090S11F_12.npy,W090
../Datasets/normalized_landmarks\Front\W023\W023S03F_07.npy,W023
../Datasets/normalized_landmarks\Front\W188\W188S05F_05.npy,W188
../Datasets/normalized_landmarks\Front\W387\W387S17F_12.npy,W387
../Datasets/normalized_landmarks\Front\W043\W043S05F_05.npy,W043
../Datasets/normalized_landmarks\Front\W033\W033S15F_05.npy,W033
../Datasets/normalized_landmarks\Front\W063\W063S09F_02.npy,W063
../Datasets/normalized_landmarks\Front\W021\W021S02F_09.npy,W021
../Datasets/normalized_landmarks\Front\W331\W331S15F_10.npy,W331
../Datasets/normalized_landmarks\Front\W399\W399S09F_01.npy,W399
../Datasets/normalized_landmarks\Front\W399\W399S07F_08.npy,W399
../Datasets/normalized_landmarks\Front\W035\W035S15F_10.npy,W035
../Datasets/normalized_landmarks\Front\W049\W049S04F_10.npy,W049
../Datasets/normalized_landmarks\Front\W013\W013S02F_12.npy,W013
../Datasets/normalized_landmarks\Front\W182\W182S06F_07.npy,W182
../Datasets/normalized_landmarks\Front\W303\W303S01F_08.npy,W303
../Datasets/normalized_landmarks\Front\W351\W351S03F_16.npy,W351
../Datasets/normalized_landmarks\Front\W170\W170S01F_13.npy,W170
../Datasets/normalized_landmarks\Front\W033\W033S02F_01.npy,W033
../Datasets/normalized_landmarks\Front\W176\W176S04F_07.npy,W176
../Datasets/normalized_landmarks\Front\W165\W165S04F_05.npy,W165
../Datasets/normalized_landmarks\Front\W396\W396S11F_12.npy,W396
../Datasets/normalized_landmarks\Front\W385\W385S14F_10.npy,W385
../Datasets/normalized_landmarks\Front\W401\W401S11F_03.npy,W401
../Datasets/normalized_landmarks\Front\W095\W095S12F_05.npy,W095
../Datasets/normalized_landmarks\Front\W299\W299S14F_07.npy,W299
../Datasets/normalized_landmarks\Front\W023\W023S10F_11.npy,W023
../Datasets/normalized_landmarks\Front\W006\W006S11F_06.npy,W006
../Datasets/normalized_landmarks\Front\W012\W012S04F_02.npy,W012
../Datasets/normalized_landmarks\Front\W054\W054S15F_07.npy,W054
../Datasets/normalized_landmarks\Front\W353\W353S09F_04.npy,W353
../Datasets/normalized_landmarks\Front\W086\W086S12F_04.npy,W086
../Datasets/normalized_landmarks\Front\W367\W367S17F_03.npy,W367
../Datasets/normalized_landmarks\Front\W181\W181S05F_09.npy,W181
../Datasets/normalized_landmarks\Front\W025\W025S13F_10.npy,W025
../Datasets/normalized_landmarks\Front\W084\W084S12F_04.npy,W084
../Datasets/normalized_landmarks\Front\W032\W032S10F_09.npy,W032
../Datasets/normalized_landmarks\Front\W328\W328S05F_08.npy,W328
../Datasets/normalized_landmarks\Front\W248\W248S05F_03.npy,W248
../Datasets/normalized_landmarks\Front\W331\W331S11F_13.npy,W331
../Datasets/normalized_landmarks\Front\W395\W395S05F_03.npy,W395
../Datasets/normalized_landmarks\Front\W171\W171S05F_06.npy,W171
../Datasets/normalized_landmarks\Front\W163\W163S02F_06.npy,W163
../Datasets/normalized_landmarks\Front\W351\W351S05F_10.npy,W351
../Datasets/normalized_landmarks\Front\W048\W048S04F_07.npy,W048
../Datasets/normalized_landmarks\Front\W096\W096S12F_05.npy,W096
../Datasets/normalized_landmarks\Front\W337\W337S16F_01.npy,W337
../Datasets/normalized_landmarks\Front\W136\W136S15F_03.npy,W136
../Datasets/normalized_landmarks\Front\W012\W012S13F_03.npy,W012
../Datasets/normalized_landmarks\Front\W202\W202S05F_09.npy,W202
../Datasets/normalized_landmarks\Front\W299\W299S01F_13.npy,W299
../Datasets/normalized_landmarks\Front\W331\W331S09F_07.npy,W331
../Datasets/normalized_landmarks\Front\W400\W400S14F_02.npy,W400
../Datasets/normalized_landmarks\Front\W067\W067S04F_06.npy,W067
../Datasets/normalized_landmarks\Front\W158\W158S13F_06.npy,W158
../Datasets/normalized_landmarks\Front\W384\W384S18F_14.npy,W384
../Datasets/normalized_landmarks\Front\W023\W023S01F_02.npy,W023
../Datasets/normalized_landmarks\Front\W345\W345S11F_02.npy,W345
../Datasets/normalized_landmarks\Front\W017\W017S04F_11.npy,W017
../Datasets/normalized_landmarks\Front\W063\W063S05F_09.npy,W063
../Datasets/normalized_landmarks\Front\W357\W357S08F_05.npy,W357
../Datasets/normalized_landmarks\Front\W128\W128S06F_09.npy,W128
../Datasets/normalized_landmarks\Front\W189\W189S12F_07.npy,W189
../Datasets/normalized_landmarks\Front\W149\W149S15F_09.npy,W149
../Datasets/normalized_landmarks\Front\W200\W200S09F_06.npy,W200
../Datasets/normalized_landmarks\Front\W292\W292S16F_03.npy,W292
../Datasets/normalized_landmarks\Front\W127\W127S06F_10.npy,W127
../Datasets/normalized_landmarks\Front\W203\W203S15F_10.npy,W203
../Datasets/normalized_landmarks\Front\W023\W023S02F_08.npy,W023
../Datasets/normalized_landmarks\Front\W119\W119S13F_10.npy,W119
../Datasets/normalized_landmarks\Front\W247\W247S11F_02.npy,W247
../Datasets/normalized_landmarks\Front\W054\W054S05F_01.npy,W054
../Datasets/normalized_landmarks\Front\W348\W348S17F_04.npy,W348
../Datasets/normalized_landmarks\Front\W378\W378S11F_03.npy,W378
../Datasets/normalized_landmarks\Front\W314\W314S13F_11.npy,W314
../Datasets/normalized_landmarks\Front\W226\W226S13F_03.npy,W226
../Datasets/normalized_landmarks\Front\W231\W231S15F_03.npy,W231
../Datasets/normalized_landmarks\Front\W277\W277S13F_10.npy,W277
../Datasets/normalized_landmarks\Front\W336\W336S05F_09.npy,W336
../Datasets/normalized_landmarks\Front\W401\W401S01F_03.npy,W401
